Close,Timestamp,High,Low,Open
764.25973783,1480723200,776.77583641,756.77694722,775.72553148
771.79799933,1480809600,772.5,761.97280902,767.51537252
753.3400001,1480896000,772.963,747,771.79799904
758.21022346,1480982400,763.51700987,748.87310374,753.49999593
766.08939045,1481068800,770.5,753,757.81649032
768.52004359,1481155200,773,760,766.06890174
769.22,1481241600,774,765.59723565,767.50000008
774.97999209,1481328000,776,769.1741091,771.95860026
768,1481414400,774.97999993,753.25670245,773.5
779.09999996,1481500800,780,767.47912171,768
776.60000001,1481587200,786.70933342,766.52,778.88888888
777,1481673600,781.99800122,773.19018763,776.60000001
777.00427907,1481760000,781.99800089,776.00001001,778.33748831
782.32000001,1481846400,784.7850419,774,777.00427907
794.12969577,1481932800,794.12969878,781.36038303,782.32000001
789.30083165,1482019200,795,785.50168337,794.12969576
793.17870645,1482105600,794.999999,786,789.5
801.99499865,1482192000,804.03440219,789.49985085,792.78692173
828.99,1482278400,829.99626099,796.91935265,800.07815395
860.79999999,1482364800,869,826.224,828.99
918.90561655,1482451200,920,841.89484999,860.49999999
893.60966646,1482537600,918.90561637,880,917.00000009
896.35444823,1482624000,899.48946432,850.88369341,893.54640164
902,1482710400,916.48999999,886.3237195,895.99
933.9368203,1482796800,939.98603,899.28789852,904.35
980.5,1482883200,984.49999999,932.52200217,933.99289512
974.75099999,1482969600,983.53352975,950.48662063,980.24135135
958.94500534,1483056000,977,925.4,971.10000019
966.17368384,1483142400,967.51,946,958.94500534
999.36463982,1483228800,1008.54999326,957.02,965.00000055
1019.00000076,1483315200,1034.32896003,994.00000044,999.92218873
1037.1,1483401600,1042.02336482,1010,1019.00000076
1136,1483488000,1148,1035.9006986,1037.1
998.8,1483574400,1159.103,882.01,1134.10000001
896,1483660800,1024.88,870,998.8
907.19047915,1483747200,910.8275191,818.45971802,896
916,1483833600,939.65955395,891.1,907
